,Country,Job Title,Rural,Quantity,Percentage
5175,Germany,Log Data Technician,Urban,12,12.44%
5278,France,Business Database Analyst,Urban,12,12.44%
5303,Italy,Data Processing Services Sales Representative,Urban,12,12.44%
5344,Hungary,Data Conversion Operator,Urban,12,12.44%
5530,Slovakia,Data Conversion Operator,Urban,12,12.44%
5531,Italy,Clinical Data Management Associate Director,Urban,12,12.44%
5614,Poland,Data Entry Supervisor,Urban,12,12.44%
5620,Great Britain,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,12,12.44%
5629,Great Britain,Data Acquisition Technician,Urban,12,12.44%
5847,Poland,Data Acquisition Technician,Urban,12,12.44%
5900,Germany,Clinical Data Management Associate Director,Urban,12,12.44%
6002,Italy,Data Entry Supervisor,Urban,12,12.44%
6047,Romania,Business Database Analyst,Urban,12,12.44%
6057,France,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,12,12.44%
6058,Latvia,Data Conversion Operator,Urban,12,12.44%
6130,France,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,12,12.44%
6155,Italy,Data Conversion Operator,Urban,12,12.44%
6277,Czechia,Data Acquisition Technician,Urban,12,12.44%
6423,Luxembourg,Data Conversion Operator,Urban,12,12.44%
6575,Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,12,12.44%
6602,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,12,12.44%
6781,Italy,Data Entry Supervisor,Urban,12,12.44%
6816,France,Data Entry Supervisor,Urban,12,12.44%
6827,Germany,Clinical Data Management Associate Director,Urban,12,12.44%
6926,Germany,Data Processing Services Sales Representative,Urban,12,12.44%
7079,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,12,12.44%
7089,Italy,Data Entry Supervisor,Rural,12,12.44%
7130,Greece,Log Data Technician,Urban,12,12.44%
7155,Bulgaria,Business Database Analyst,Urban,12,12.44%
7232,France,Clinical Data Management Associate Director,Urban,12,12.44%
7233,Germany,Log Data Technician,Urban,12,12.44%
7252,Germany,Data Conversion Operator,Urban,12,12.44%
7302,Romania,Business Database Analyst,Urban,12,12.44%
7378,Poland,Log Data Technician,Urban,12,12.44%
7508,Slovakia,Data Acquisition Technician,Urban,12,12.44%
7660,Portugal,Clinical Data Management Associate Director,Urban,12,12.44%
7734,Belgium,Log Data Technician,Urban,12,12.44%
7742,Great Britain,Data Acquisition Technician,Urban,12,12.44%
7822,Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,12,12.44%
7987,Romania,Data Entry Supervisor,Rural,12,12.44%
8057,Great Britain,Log Data Technician,Urban,12,12.44%
8180,Great Britain,Data Acquisition Technician,Urban,12,12.44%
8474,Germany,Data Conversion Operator,Urban,12,12.44%
8572,France,Log Data Technician,Rural,12,12.44%
8606,Germany,Clinical Data Management Associate Director,Urban,12,12.44%
8645,Sweden,Data Acquisition Technician,Rural,12,12.44%
8686,Italy,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,12,12.44%
8777,Netherlands,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,12,12.44%
8874,Spain,Business Database Analyst,Urban,12,12.44%
9181,Hungary,Data Entry Supervisor,Urban,12,12.44%
9186,Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,12,12.44%
9227,Bulgaria,Clinical Data Management Associate Director,Urban,12,12.44%
9291,Poland,Data Acquisition Technician,Urban,12,12.44%
9308,Germany,Log Data Technician,Urban,12,12.44%
9318,Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,12,12.44%
9415,Lithuania,Clinical Data Management Associate Director,Urban,12,12.44%
9579,Czechia,Data Processing Services Sales Representative,Urban,12,12.44%
9631,Great Britain,Clinical Data Management Associate Director,Urban,12,12.44%
45,Italy,Database Developer,Urban,13,13.47%
108,France,Data Recovery Planner,Urban,13,13.47%
264,Germany,Medical Data Analyst,Urban,13,13.47%
319,Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,13,13.47%
423,Sweden,Data Coder Operator,Urban,13,13.47%
466,Portugal,Data Recovery Planner,Urban,13,13.47%
521,Great Britain,Medical Data Analyst,Urban,13,13.47%
598,Great Britain,Database Administration Project Manager,Urban,13,13.47%
614,France,Database Administration Project Manager,Urban,13,13.47%
616,Great Britain,Data Recovery Planner,Urban,13,13.47%
822,Spain,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
919,France,Data Recovery Planner,Urban,13,13.47%
940,Germany,Database Developer,Urban,13,13.47%
1053,Denmark,Clinical Data Manager,Urban,13,13.47%
1056,Greece,Database Administration Project Manager,Urban,13,13.47%
1148,Poland,Flight Test Data Acquisition Technician,Urban,13,13.47%
1159,Spain,Medical Data Analyst,Urban,13,13.47%
1295,Netherlands,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
1366,Austria,Database Developer,Urban,13,13.47%
1368,Netherlands,Database Administration Project Manager,Urban,13,13.47%
1396,Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
1440,France,Clinical Data Manager,Urban,13,13.47%
1549,Sweden,Database Developer,Urban,13,13.47%
1561,Great Britain,Database Administration Project Manager,Urban,13,13.47%
1658,Austria,Data Coder Operator,Urban,13,13.47%
1698,Hungary,Flight Test Data Acquisition Technician,Urban,13,13.47%
1742,France,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
1772,Spain,Database Administration Project Manager,Urban,13,13.47%
1796,Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
1814,Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
1885,Czechia,Flight Test Data Acquisition Technician,Urban,13,13.47%
1902,Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
2088,Germany,Database Administration Project Manager,Urban,13,13.47%
2168,Germany,Database Administration Project Manager,Urban,13,13.47%
2301,Italy,Voice and Data Technician,Urban,13,13.47%
2305,Spain,Data Recovery Planner,Rural,13,13.47%
2317,Germany,Medical Data Analyst,Urban,13,13.47%
2329,Sweden,Data Coder Operator,Urban,13,13.47%
2337,Great Britain,Medical Data Analyst,Urban,13,13.47%
2492,France,Data Coder Operator,Urban,13,13.47%
2526,Portugal,Data Recovery Planner,Urban,13,13.47%
2554,Romania,Data Coder Operator,Urban,13,13.47%
2635,Poland,Voice and Data Technician,Rural,13,13.47%
2648,Netherlands,Clinical Data Manager,Rural,13,13.47%
2701,Germany,Database Administration Project Manager,Urban,13,13.47%
2997,Denmark,Health Data Analyst,Urban,13,13.47%
2998,Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
3223,Italy,Voice and Data Technician,Urban,13,13.47%
3264,Germany,Clinical Data Manager,Urban,13,13.47%
3413,Poland,Database Developer,Urban,13,13.47%
3430,Spain,Database Administration Project Manager,Urban,13,13.47%
3453,France,Medical Data Analyst,Urban,13,13.47%
3495,Italy,Flight Test Data Acquisition Technician,Urban,13,13.47%
3591,Belgium,Medical Data Analyst,Rural,13,13.47%
3662,Hungary,Health Data Analyst,Urban,13,13.47%
3722,Germany,Voice and Data Technician,Urban,13,13.47%
3850,Great Britain,Flight Test Data Acquisition Technician,Urban,13,13.47%
3965,Great Britain,Database Developer,Urban,13,13.47%
3993,Italy,Health Data Analyst,Urban,13,13.47%
4060,Romania,Clinical Data Manager,Urban,13,13.47%
4082,Spain,Health Data Analyst,Urban,13,13.47%
4116,Spain,Data Recovery Planner,Urban,13,13.47%
4148,Italy,Data Coder Operator,Urban,13,13.47%
4334,Great Britain,Clinical Data Manager,Urban,13,13.47%
4513,France,Medical Data Analyst,Rural,13,13.47%
4711,Great Britain,Data Recovery Planner,Urban,13,13.47%
4733,Italy,Health Data Analyst,Urban,13,13.47%
4775,Czechia,Health Data Analyst,Urban,13,13.47%
4811,Italy,Data Coder Operator,Urban,13,13.47%
4851,Germany,Flight Test Data Acquisition Technician,Urban,13,13.47%
4902,Belgium,Health Data Analyst,Rural,13,13.47%
4955,Spain,Flight Test Data Acquisition Technician,Urban,13,13.47%
5069,Italy,Data Coder Operator,Urban,13,13.47%
5125,France,Data Coder Operator,Urban,13,13.47%
5161,Italy,Database Administration Project Manager,Urban,13,13.47%
5334,France,Voice and Data Technician,Urban,13,13.47%
5379,Great Britain,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
5585,Italy,Data Coder Operator,Urban,13,13.47%
5773,Italy,Voice and Data Technician,Urban,13,13.47%
5818,Bulgaria,Data Recovery Planner,Urban,13,13.47%
5825,Germany,Data Coder Operator,Urban,13,13.47%
5871,Italy,Data Coder Operator,Urban,13,13.47%
5965,Spain,Voice and Data Technician,Urban,13,13.47%
6013,Germany,Voice and Data Technician,Urban,13,13.47%
6112,Poland,Flight Test Data Acquisition Technician,Urban,13,13.47%
6307,Portugal,Clinical Data Manager,Urban,13,13.47%
6313,Poland,Medical Data Analyst,Urban,13,13.47%
6377,Great Britain,Medical Data Analyst,Urban,13,13.47%
6461,France,Clinical Data Manager,Urban,13,13.47%
6501,Great Britain,Flight Test Data Acquisition Technician,Urban,13,13.47%
6601,Poland,Database Administration Project Manager,Urban,13,13.47%
6644,Germany,Voice and Data Technician,Urban,13,13.47%
6664,Spain,Database Developer,Urban,13,13.47%
6684,Poland,Database Developer,Urban,13,13.47%
6843,Bulgaria,Clinical Data Manager,Urban,13,13.47%
6953,Spain,Clinical Data Manager,Urban,13,13.47%
6957,France,Database Developer,Urban,13,13.47%
7052,Germany,Data Recovery Planner,Urban,13,13.47%
7159,Romania,Health Data Analyst,Urban,13,13.47%
7306,Hungary,Database Developer,Urban,13,13.47%
7338,Spain,Flight Test Data Acquisition Technician,Urban,13,13.47%
7350,Italy,Database Developer,Urban,13,13.47%
7399,Greece,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,13,13.47%
7525,Germany,Database Developer,Urban,13,13.47%
7595,Slovenia,Database Developer,Urban,13,13.47%
7817,Lithuania,Voice and Data Technician,Urban,13,13.47%
7824,Belgium,Data Recovery Planner,Urban,13,13.47%
8146,Germany,Flight Test Data Acquisition Technician,Urban,13,13.47%
8154,Italy,Health Data Analyst,Urban,13,13.47%
8185,Romania,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
8249,Germany,Voice and Data Technician,Urban,13,13.47%
8321,Spain,Flight Test Data Acquisition Technician,Urban,13,13.47%
8330,Portugal,Data Recovery Planner,Urban,13,13.47%
8397,Romania,Medical Data Analyst,Urban,13,13.47%
8531,Spain,Clinical Data Manager,Urban,13,13.47%
8586,France,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,13,13.47%
8654,France,Flight Test Data Acquisition Technician,Urban,13,13.47%
8661,Latvia,Clinical Data Manager,Urban,13,13.47%
8757,Great Britain,Database Administration Project Manager,Urban,13,13.47%
8783,Romania,Voice and Data Technician,Urban,13,13.47%
8823,Denmark,Medical Data Analyst,Urban,13,13.47%
8939,Belgium,Health Data Analyst,Urban,13,13.47%
9007,Belgium,Health Data Analyst,Urban,13,13.47%
9172,Poland,Data Recovery Planner,Urban,13,13.47%
9179,Spain,Voice and Data Technician,Urban,13,13.47%
9237,Romania,Clinical Data Manager,Urban,13,13.47%
9343,Poland,Data Coder Operator,Urban,13,13.47%
9439,Germany,Health Data Analyst,Urban,13,13.47%
9524,Spain,Health Data Analyst,Urban,13,13.47%
9637,Great Britain,Medical Data Analyst,Urban,13,13.47%
151,Germany,Data Transcriber,Urban,14,14.51%
322,Great Britain,Customer Data Technician,Rural,14,14.51%
516,Great Britain,Customer Data Technician,Urban,14,14.51%
522,Spain,Flight Data Technician,Urban,14,14.51%
628,France,Customer Data Technician,Urban,14,14.51%
691,Germany,Data Transcriber,Urban,14,14.51%
975,France,Database Programmer,Urban,14,14.51%
1055,Italy,Data Manager,Urban,14,14.51%
1169,Sweden,Database Programmer,Urban,14,14.51%
1174,Romania,Customer Data Technician,Urban,14,14.51%
1233,Germany,Data Transcriber,Rural,14,14.51%
1307,Great Britain,Data Typist,Urban,14,14.51%
1354,Italy,Data Manager,Urban,14,14.51%
1648,Poland,Customer Data Technician,Urban,14,14.51%
1897,Czechia,Data Manager,Urban,14,14.51%
1971,France,Database Programmer,Urban,14,14.51%
2113,Germany,Database Programmer,Urban,14,14.51%
2130,Poland,Flight Data Technician,Urban,14,14.51%
2167,France,Data Transcriber,Urban,14,14.51%
2375,Germany,Data Typist,Urban,14,14.51%
2415,Great Britain,Data Manager,Urban,14,14.51%
2471,Italy,Data Typist,Urban,14,14.51%
2485,Great Britain,Data Typist,Urban,14,14.51%
2535,Poland,Database Programmer,Urban,14,14.51%
2728,France,Data Transcriber,Urban,14,14.51%
2890,Poland,Flight Data Technician,Urban,14,14.51%
2973,Italy,Database Programmer,Urban,14,14.51%
3022,Finland,Data Transcriber,Urban,14,14.51%
3142,Poland,Customer Data Technician,Urban,14,14.51%
3272,Sweden,Data Transcriber,Urban,14,14.51%
3350,Great Britain,Customer Data Technician,Urban,14,14.51%
3456,Italy,Data Typist,Urban,14,14.51%
3558,Italy,Database Programmer,Urban,14,14.51%
3887,Great Britain,Database Programmer,Urban,14,14.51%
3971,Slovakia,Data Transcriber,Urban,14,14.51%
4061,Great Britain,Data Manager,Urban,14,14.51%
4088,Italy,Data Transcriber,Rural,14,14.51%
4433,Germany,Customer Data Technician,Urban,14,14.51%
4509,Portugal,Data Manager,Urban,14,14.51%
4791,Finland,Data Manager,Urban,14,14.51%
4886,Italy,Flight Data Technician,Urban,14,14.51%
4930,Italy,Data Typist,Urban,14,14.51%
5252,Germany,Data Manager,Urban,14,14.51%
5332,Poland,Data Typist,Urban,14,14.51%
5354,Italy,Flight Data Technician,Rural,14,14.51%
5462,Spain,Data Transcriber,Urban,14,14.51%
5548,Hungary,Customer Data Technician,Urban,14,14.51%
5676,Belgium,Data Manager,Urban,14,14.51%
5777,Germany,Flight Data Technician,Urban,14,14.51%
5852,Poland,Data Transcriber,Urban,14,14.51%
5866,Spain,Data Transcriber,Urban,14,14.51%
5930,Slovakia,Flight Data Technician,Urban,14,14.51%
6065,Greece,Database Programmer,Urban,14,14.51%
6126,Great Britain,Customer Data Technician,Urban,14,14.51%
6184,Italy,Customer Data Technician,Urban,14,14.51%
6190,Great Britain,Customer Data Technician,Urban,14,14.51%
6217,Denmark,Data Transcriber,Urban,14,14.51%
6293,France,Data Transcriber,Urban,14,14.51%
6607,Denmark,Data Typist,Urban,14,14.51%
6651,Poland,Database Programmer,Urban,14,14.51%
6959,Greece,Customer Data Technician,Urban,14,14.51%
6998,Germany,Flight Data Technician,Urban,14,14.51%
7002,Hungary,Database Programmer,Urban,14,14.51%
7092,Belgium,Flight Data Technician,Urban,14,14.51%
7190,Italy,Data Manager,Urban,14,14.51%
7199,France,Data Manager,Urban,14,14.51%
7597,Great Britain,Data Typist,Urban,14,14.51%
7640,Poland,Flight Data Technician,Urban,14,14.51%
8348,Germany,Data Typist,Urban,14,14.51%
8481,Romania,Database Programmer,Urban,14,14.51%
8505,Romania,Database Programmer,Urban,14,14.51%
8555,Germany,Flight Data Technician,Urban,14,14.51%
8678,Sweden,Data Typist,Urban,14,14.51%
8704,Italy,Flight Data Technician,Urban,14,14.51%
8741,Sweden,Data Typist,Urban,14,14.51%
8790,Denmark,Data Manager,Urban,14,14.51%
8836,Germany,Flight Data Technician,Urban,14,14.51%
8858,France,Database Programmer,Urban,14,14.51%
8945,Spain,Data Typist,Urban,14,14.51%
9205,Netherlands,Data Manager,Urban,14,14.51%
9334,Germany,Customer Data Technician,Urban,14,14.51%
9368,Great Britain,Flight Data Technician,Urban,14,14.51%
9428,Italy,Data Manager,Urban,14,14.51%
9616,France,Data Typist,Urban,14,14.51%
249,Poland,Data Input Clerk,Urban,15,15.55%
311,Germany,Data Reduction Technician,Urban,15,15.55%
411,Romania,Field Artillery Automated Tactical Data System Specialist,Urban,15,15.55%
512,Spain,Micro Computer Data Processor,Urban,15,15.55%
578,Great Britain,Marketing Database Analyst,Urban,15,15.55%
579,Poland,Field Artillery Automated Tactical Data System Specialist,Urban,15,15.55%
650,Italy,Data Input Clerk,Urban,15,15.55%
706,Greece,Micro Computer Data Processor,Urban,15,15.55%
733,Great Britain,Data Input Clerk,Urban,15,15.55%
932,Great Britain,Data Input Clerk,Urban,15,15.55%
957,Germany,Marketing Database Analyst,Urban,15,15.55%
987,Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,15,15.55%
1028,Germany,Marketing Database Analyst,Urban,15,15.55%
1048,Spain,Micro Computer Data Processor,Urban,15,15.55%
1083,Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,15,15.55%
1141,Great Britain,Field Artillery Automated Tactical Data System Specialist,Urban,15,15.55%
1207,Poland,Marketing Database Analyst,Urban,15,15.55%
1333,Romania,Data Input Clerk,Urban,15,15.55%
1369,Spain,Data Reduction Technician,Urban,15,15.55%
1620,Romania,Field Artillery Automated Tactical Data System Specialist,Urban,15,15.55%
1726,Great Britain,Data Reduction Technician,Rural,15,15.55%
1754,Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,15,15.55%
1773,Great Britain,Data Input Clerk,Urban,15,15.55%
1817,Germany,Marketing Database Analyst,Urban,15,15.55%
2255,Ireland,Data Input Clerk,Urban,15,15.55%
2312,Spain,Field Artillery Automated Tactical Data System Specialist,Urban,15,15.55%
2350,Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,15,15.55%
2369,Germany,Data Input Clerk,Urban,15,15.55%
2418,France,Marketing Database Analyst,Urban,15,15.55%
2478,Great Britain,Micro Computer Data Processor,Urban,15,15.55%
2708,Belgium,Marketing Database Analyst,Urban,15,15.55%
2823,Netherlands,Micro Computer Data Processor,Urban,15,15.55%
3027,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,15,15.55%
3033,Austria,Field Artillery Automated Tactical Data System Specialist,Urban,15,15.55%
3051,Germany,Data Input Clerk,Rural,15,15.55%
3093,Italy,Micro Computer Data Processor,Urban,15,15.55%
3177,Romania,Micro Computer Data Processor,Urban,15,15.55%
3386,Netherlands,Field Artillery Automated Tactical Data System Specialist,Urban,15,15.55%
3491,Spain,Data Reduction Technician,Urban,15,15.55%
3564,Great Britain,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,15,15.55%
3569,Bulgaria,Data Reduction Technician,Urban,15,15.55%
3675,Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,15,15.55%
3750,Portugal,Data Reduction Technician,Urban,15,15.55%
